Image,PSNR_Distorted,SSIM_Distorted,PSNR_Median,SSIM_Median,PSNR_NL_Means,SSIM_NL_Means,PSNR_DeepLearning,SSIM_DeepLearning
0060.png,14.876186725314085,0.19754867989844171,22.041656216746336,0.43940492753504334,23.68422670599373,0.7203597046263557,18.65846581186808,0.8359387836809207
0267.png,14.840326683104404,0.09718587982996396,24.749626450301456,0.43481969924140135,26.50764525562363,0.7777600320878202,10.46537292460583,0.7823538365100212
0268.png,15.549414662769767,0.08901613031138501,25.33663430217356,0.4304806992513712,27.30613692545659,0.7556792683299869,18.19623418056963,0.8068784817176438
