Image,PSNR_Distorted,SSIM_Distorted,PSNR_Bicubic,SSIM_Bicubic,PSNR_DeepLearning,SSIM_DeepLearning
0060.png,25.938065014919466,0.8874335047490027,27.386580679009725,0.8950317782939036,21.3778483410808,0.5121058439450407
0267.png,31.44358565547592,0.9581274783798684,33.67584734334605,0.9665302279376583,28.196500745564137,0.7744552264571188
0268.png,34.583837694011386,0.947152875978158,36.30373027244443,0.9609197869228941,27.191486516443565,0.8075792479909687
